,university,career,inscription_date,nombre,sexo,birth_date,location,email
1108,universidad nacional de jujuy,bioquímica,2020/12/01,vanessa hogan,f,1973/03/14,agrelo,curtis75@gmail.com
1109,universidad nacional de jujuy,medicina,2020/12/01,michael smith,m,2019/09/09,adan quiroga,aschaefer@yahoo.com
1110,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/12/01,carmen navarro,f,1967/10/03,ingeniero beaugey,elizabethwilliamson@gmail.com
1111,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/01,shawn campbell,m,1960/02/12,estancia santa catalina,emilylopez@gmail.com
1112,universidad nacional de jujuy,contador público ,2020/12/01,anthony cook,m,1952/04/28,barrio villa saladillo,deannacole@hotmail.com
1113,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/12/02,yvonne bennett,f,1927/02/16,azteazu,ilopez@gmail.com
1114,universidad nacional de jujuy,licenciatura en musicoterapia,2020/12/02,julie williamson,f,2000/11/06,carlos tejedor,yolanda05@gmail.com
1115,universidad nacional de jujuy,ingeniería mecánica,2020/12/02,cheryl wilson,f,1939/06/28,cupiles,stephaniecarroll@gmail.com
1116,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/12/02,carrie rush,f,1949/08/11,empalme san carlos,chudson@gmail.com
1117,universidad nacional de jujuy,licenciatura en musicoterapia,2020/12/02,charles martinez,m,1959/03/30,valle hondo,rachael33@hotmail.com
1118,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/02,maria brown,f,1984/06/24,carrizal norte,trogers@yahoo.com
1119,universidad nacional de jujuy,licenciatura en musicoterapia,2020/12/02,travis gray,m,1931/05/07,planchada banderita,harrydaniel@hotmail.com
1120,universidad nacional de jujuy,actuario ,2020/12/02,richard day,m,1995/04/28,el abanico,nicole36@hotmail.com
1121,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/12/02,annette lee,f,1939/11/04,bauer y sigel,jessica02@hotmail.com
1122,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/12/02,victoria gardner,f,1948/05/22,adolfo j pomar,dlawrence@gmail.com
1123,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/12/02,kevin robinson,m,1922/10/02,domselaar,matthewleblanc@hotmail.com
1124,universidad nacional de jujuy,licenciatura en musicoterapia,2020/12/02,william green,m,1969/06/25,rawson,william07@hotmail.com
1125,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/12/02,allen johnston,m,2013/07/24,campo de los andes,welchhannah@hotmail.com
1126,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/12/03,kimberly hill,f,1909/06/18,cipolletti,shannon68@hotmail.com
1127,universidad nacional de jujuy,licenciatura en artes,2020/12/03,felicia rodgers,f,1921/02/05,base naval rio santiago,manncharles@hotmail.com
1128,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/03,shannon fox,f,1941/04/29,bajo de las palomas,gray@gmail.com
1129,universidad nacional de jujuy,ingeniería mecánica,2020/12/03,casey walker,m,1930/06/30,campo rodriguez,johnnyvega@yahoo.com
1130,universidad nacional de jujuy,actuario ,2020/12/03,brian nash,m,1956/10/19,antiguyos,gabriellediaz@hotmail.com
1131,universidad nacional de jujuy,licenciatura en musicoterapia,2020/12/03,taylor patton,f,1990/05/02,el guanaco,udickerson@hotmail.com
1132,universidad nacional de jujuy,farmacia,2020/12/03,james harvey,m,1983/02/03,angaco norte,kathryncampbell@hotmail.com
1133,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/12/03,bruce smith,m,1936/02/06,1 de mayo,arroyowilliam@hotmail.com
1134,universidad nacional de jujuy,licenciatura en artes,2020/12/03,edward kennedy,m,1941/04/26,angosto del perchel,davisjeremiah@gmail.com
1135,universidad nacional de jujuy,ciencias veterinarias,2020/12/03,casey lucas,m,1941/11/22,colonia el potrero,moralesjohn@hotmail.com
1136,universidad nacional de jujuy,licenciatura en artes,2020/12/03,tina zimmerman,f,1995/07/06,arbol solo,henrydixon@hotmail.com
1137,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/03,brittney west,f,1927/11/18,estacion coronel pringles,williamsluke@yahoo.com
1138,universidad nacional de jujuy,ingeniería mecánica,2020/12/03,dale hernandez,m,1950/08/09,pontaut,fhuerta@hotmail.com
1139,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/12/03,jacqueline estrada,f,2007/10/16,agua blanca,frederickprice@hotmail.com
1140,universidad nacional de jujuy,diseño industrial,2020/12/03,melanie richards,f,1929/03/07,algarrobo,michaelwood@gmail.com
1141,universidad nacional de jujuy,bioquímica,2020/12/04,peter owen,m,1932/04/18,arrascaeta,michaelthomas@gmail.com
1142,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/12/04,paul ho,m,1928/11/27,agua colorada,jackie19@gmail.com
1143,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/12/04,jeremy campbell,m,2020/10/25,del valle,amy97@hotmail.com
1144,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/12/04,angela scott,f,1953/03/01,el carbalino,fsanchez@hotmail.com
1145,universidad nacional de jujuy,licenciatura en musicoterapia,2020/12/04,dominique smith,f,1940/09/09,ariel,carlypena@yahoo.com
1146,universidad nacional de jujuy,arquitectura,2020/12/04,howard williams,m,1981/03/02,villa saboya,odavis@hotmail.com
1147,universidad nacional de jujuy,ingeniería mecánica,2020/12/04,andrea gomez,f,1937/04/27,aguada chacay co,krodriguez@gmail.com
1148,universidad nacional de jujuy,ingeniería mecánica,2020/12/04,anna stanton,f,1910/05/13,colonia hinojo,raymondjudith@hotmail.com
1149,universidad nacional de jujuy,licenciatura en ciencia política ,2020/12/04,hannah ferguson,f,1972/12/27,chilecito,petersonchristine@gmail.com
1150,universidad nacional de jujuy,bioquímica,2020/12/04,thomas beard,m,1978/06/28,la sara,reginald38@gmail.com
1151,universidad nacional de jujuy,ingeniería electrónica,2020/12/04,shane gutierrez,m,1983/11/24,benavidez,berrymichael@gmail.com
1152,universidad nacional de jujuy,farmacia,2020/12/04,megan lynch,f,1922/04/23,agua de dionisio,williamshannah@yahoo.com
1153,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/04,mark decker,m,2002/03/22,el sombrerito,samuel95@gmail.com
1154,universidad nacional de jujuy,bioquímica,2020/12/04,maria ray,f,1957/02/24,adrogue,angelasandoval@hotmail.com
1155,universidad nacional de jujuy,licenciatura en artes,2020/12/04,donna delacruz,f,2007/11/06,colonia bombal,oevans@hotmail.com
1156,universidad nacional de jujuy,técnico para bioterios ,2020/12/05,william williams,m,1938/12/17,cabral cue,jacob44@yahoo.com
1157,universidad nacional de jujuy,bioquímica,2020/12/05,cody ware,m,1995/07/13,rincon de milberg,johnsonamanda@gmail.com
1158,universidad nacional de jujuy,ingeniería electrónica,2020/12/05,curtis johnson,m,1934/10/16,calderon,ericpierce@gmail.com
1159,universidad nacional de jujuy,medicina,2020/12/05,corey cooper,m,1999/01/30,aaron castellanos,rebecca57@gmail.com
1160,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/12/05,brooke miranda,f,1986/06/29,campo moreno,stevensonrichard@gmail.com
1161,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/12/05,teresa evans,f,2004/02/18,arroyo seco,hannamolly@hotmail.com
1162,universidad nacional de jujuy,medicina,2020/12/05,steven mckinney,m,1915/10/04,villa sauce,jimenezchad@hotmail.com
1163,universidad nacional de jujuy,arquitectura,2020/12/05,janet gallegos,f,1960/09/09,costa del este,jessica07@gmail.com
1164,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/05,angel maxwell,m,1906/02/03,estacion moreno,bmcintosh@yahoo.com
1165,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/12/05,christopher case,m,2008/10/13,campo monte la viruela,jessicataylor@hotmail.com
1166,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/12/05,melissa greer,f,1920/05/27,canal 15 cerro de la gloria,castrojames@hotmail.com
1167,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/05,daniel miller,m,2021/04/05,libano,uthompson@gmail.com
1168,universidad nacional de jujuy,farmacia,2020/12/05,jessica patton,f,1952/02/08,cañadon caliente,emilywatson@hotmail.com
1169,universidad nacional de jujuy,diseño industrial,2020/12/05,rebecca padilla,f,2002/11/17,25 de mayo,rhampton@yahoo.com
1170,universidad nacional de jujuy,ciencias veterinarias,2020/12/05,andrew velasquez,m,1924/09/18,cabred,carrolllinda@yahoo.com
1171,universidad nacional de jujuy,licenciatura en administración ,2020/12/06,carl hall,m,1939/02/16,coronel pringles,john22@gmail.com
1172,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/12/06,cathy cook,f,1911/08/19,quilmes oeste,daniel47@gmail.com
1173,universidad nacional de jujuy,agronomía,2020/12/06,brandon ayala,m,1995/12/15,aguayo,proctorsabrina@hotmail.com
1174,universidad nacional de jujuy,diseño industrial,2020/12/06,tonya hancock,f,1966/04/19,alto pencoso,christophermason@gmail.com
1175,universidad nacional de jujuy,bioquímica,2020/12/06,joshua allen,m,1957/04/19,campo moises seccion 1a,nancy12@yahoo.com
1176,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/12/06,nicole smith,f,1997/02/21,mercado central,riveramatthew@hotmail.com
1177,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/12/06,angela jones,f,1967/04/23,el socorro,mcross@yahoo.com
1178,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/12/06,jeremy curtis,m,1936/10/29,amana,dstephens@gmail.com
1179,universidad nacional de jujuy,agronomía,2020/12/06,ricky frye,m,1960/07/14,villa adelina,wwilliams@hotmail.com
1180,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/12/06,renee thompson,f,1939/06/07,cangallo,zhood@hotmail.com
1181,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/12/06,parker smith,m,1979/02/03,ampata,robert82@yahoo.com
1182,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/12/06,timothy rodriguez,m,1976/07/28,alizal,santiagojessica@hotmail.com
1183,universidad nacional de jujuy,bioquímica,2020/12/06,jesse christensen,m,1966/08/17,capihuas,mirandayolanda@yahoo.com
1184,universidad nacional de jujuy,actuario ,2020/12/06,jesus howard,m,1915/06/30,buena nueva,bpittman@hotmail.com
1185,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/12/07,sophia clark,f,1920/03/25,el rincon,robert22@yahoo.com
1186,universidad nacional de jujuy,licenciatura en sociología ,2020/12/07,jennifer graves,f,1946/02/24,baños de la laja,antonioknight@gmail.com
1187,universidad nacional de jujuy,diseño de imagen y sonido,2020/12/07,brandon dawson,m,1935/04/21,est jauregui va flandria,steven51@yahoo.com
1188,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/12/07,jack shannon,m,1921/10/16,campo moreno,harrisalbert@yahoo.com
1189,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/12/07,hannah kennedy,f,1909/03/27,colonia montefiore,amy81@gmail.com
1190,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/12/07,douglas mccoy,m,1938/09/09,buen pasto,nataliewatkins@yahoo.com
1191,universidad nacional de jujuy,medicina,2020/12/07,larry singleton,m,1934/04/28,campo quirno,john37@yahoo.com
1192,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/07,jamie taylor,f,1965/03/18,alejandra,daviseddie@yahoo.com
1193,universidad nacional de jujuy,farmacia,2020/12/07,brenda taylor,f,1966/11/02,amilgancho,emilycooper@yahoo.com
1194,universidad nacional de jujuy,ingeniería electrónica,2020/12/07,katelyn knight,f,1970/02/12,arroyo balmaceda,jennifer83@yahoo.com
1195,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/12/07,steven rodriguez,m,1928/01/02,campo caretto,emiller@gmail.com
1196,universidad nacional de jujuy,agronomía,2020/12/08,david foley,m,1958/10/11,alvarez,rpeterson@hotmail.com
1197,universidad nacional de jujuy,farmacia,2020/12/08,teresa lopez,f,1932/03/23,juan e barra,kmartinez@hotmail.com
1198,universidad nacional de jujuy,ingeniería electrónica,2020/12/08,seth hobbs,m,1956/03/16,correntoso,padillajoanna@gmail.com
1199,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/12/08,thomas blackwell,m,2020/02/24,anzoategui,odeleon@hotmail.com
1200,universidad nacional de jujuy,diseño industrial,2020/12/08,bruce smith,m,1999/07/14,comodoro py,xpalmer@gmail.com
1201,universidad nacional de jujuy,diseño industrial,2020/12/08,erika smith,f,2013/06/02,atencio,weaverandrea@gmail.com
1202,universidad nacional de jujuy,farmacia,2020/12/08,shawn simmons,m,1993/03/23,anguil,fredallison@yahoo.com
1203,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/08,joseph powell,m,2002/10/13,achiras,bryantjose@hotmail.com
1204,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/12/08,jason howard,m,1959/12/05,alejandro petion,francisco91@gmail.com
1205,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/12/08,kristie hart,f,2003/02/09,arano,patellisa@gmail.com
1206,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/12/08,robert mejia,m,1949/06/27,punta de los llanos,jared21@yahoo.com
1207,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/12/08,wesley acosta,m,1965/10/17,corbett,linda85@yahoo.com
1208,universidad nacional de jujuy,medicina,2020/12/08,michael crawford,m,1978/08/15,anta chica,ladams@hotmail.com
1209,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/12/08,matthew flores,m,1935/06/03,landeta,nlowe@gmail.com
1210,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/12/08,kimberly olson,f,1906/07/27,agua grande,michael88@yahoo.com
1211,universidad nacional de jujuy,licenciatura en sociología ,2020/12/08,william miller,m,1942/05/04,caminera napaleofu,jillmaxwell@yahoo.com
1212,universidad nacional de jujuy,ingeniería en informática,2020/12/09,sharon fox,f,1965/04/12,vicente lopez,bnelson@hotmail.com
1213,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/12/09,timothy wilkinson,m,1974/11/20,la banda,robertoliver@gmail.com
1214,universidad nacional de jujuy,bioquímica,2020/12/09,melanie porter,f,1972/12/29,encina,williamseric@gmail.com
1215,universidad nacional de jujuy,diseño industrial,2020/12/09,vanessa martin,f,1949/04/06,ingeniero allan,matthew92@gmail.com
1216,universidad nacional de jujuy,ingeniería electrónica,2020/12/10,wanda cisneros md,f,2015/05/27,la bilbaina,vbentley@hotmail.com
1217,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/12/10,richard lin,m,1930/11/10,bajo la cancha,robert56@hotmail.com
1218,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/12/10,benjamin russell,m,1993/08/12,diego lopez,gutierrezwilliam@yahoo.com
1219,universidad nacional de jujuy,licenciatura en administración ,2020/12/10,gregory rodriguez,m,1959/03/01,azara,christine33@gmail.com
1220,universidad nacional de jujuy,licenciatura en psicología,2020/12/10,christie taylor,f,1960/01/28,cuesta del ternero,williammueller@yahoo.com
1221,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/12/10,william irwin,m,2001/09/22,aguada del loro,catherinetapia@gmail.com
1222,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/12/10,kimberly cruz,f,1991/05/16,colonia los lapachos,ryanterri@yahoo.com
1223,universidad nacional de jujuy,licenciatura en psicología,2020/12/10,william brown,m,2007/04/12,el jumeal,jclarke@gmail.com
1224,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/12/10,christina ross,f,1972/05/09,barrio carosio,mrobertson@hotmail.com
1225,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/12/10,leonard wallace,m,1919/01/12,arano,cspencer@hotmail.com
1226,universidad nacional de jujuy,licenciatura en musicoterapia,2020/12/10,jeffrey mcgee,m,1959/08/08,campo la lima,lawrencesamantha@yahoo.com
1227,universidad nacional de jujuy,diseño de imagen y sonido,2020/12/10,rhonda davies,f,1929/06/28,alta italia,marc93@hotmail.com
1228,universidad nacional de jujuy,ingeniería electrónica,2020/12/10,shawn mcdaniel,m,1964/07/11,coronel charlone,xcollins@hotmail.com
1229,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/12/11,rachel dean,f,1910/04/01,benavidez,monicaleonard@gmail.com
